coding_interest,writing_interest,design_interest,law_interest,medical_interest,math_comfort,empathy,public_speaking,problem_solving,creativity,biology_interest,portfolio_preference,work_environment,subject_preference,top1,top2,top3
0,0,0,0,0,10,7,9,10,10,9,5,1,Arts,Cybersecurity Analyst,Legal Advisor,Physiotherapist
0,0,0,0,0,7,3,9,6,6,4,3,0,Science,Cybersecurity Analyst,Manager,Cardiologist
0,0,0,0,0,8,8,6,3,9,10,7,0,Arts,Cybersecurity Analyst,Surgeon,Dentist
0,0,0,0,0,10,3,5,3,5,7,10,1,Science,Cybersecurity Analyst,Public Prosecutor,Dentist
0,0,0,0,0,3,9,5,3,10,8,8,0,Arts,Cybersecurity Analyst,Journalist,Nurse
0,0,0,0,0,10,5,6,6,5,3,8,0,Science,Cybersecurity Analyst,Lawyer,Web Developer
0,0,0,0,0,7,8,6,10,6,1,3,1,Arts,Cybersecurity Analyst,Web Developer,Entrepreneur
0,0,0,0,0,10,9,5,6,4,10,10,0,Commerce,Cybersecurity Analyst,Physiotherapist,Product Designer
0,0,0,0,0,3,7,6,6,4,1,7,1,Commerce,Cybersecurity Analyst,Business Analyst,Cardiologist
0,0,0,0,0,3,4,7,9,5,6,4,1,Science,Cybersecurity Analyst,Content Writer,Editor
0,0,0,0,0,9,9,6,4,7,4,1,0,Commerce,Cybersecurity Analyst,AI Engineer,Lawyer
0,0,0,0,0,3,9,10,4,5,6,8,0,Arts,Cybersecurity Analyst,Fashion Designer,Psychiatrist
0,0,0,0,0,3,8,9,10,7,9,7,0,Science,Cybersecurity Analyst,Business Analyst,Content Writer
0,0,0,0,0,10,10,4,5,10,10,3,1,Arts,Cybersecurity Analyst,Physiotherapist,Judge
0,0,0,0,0,8,4,3,9,4,2,6,1,Commerce,Cybersecurity Analyst,Accountant,Web Developer
0,0,0,0,0,3,7,3,5,3,9,8,0,Science,Cybersecurity Analyst,Product Designer,Author
0,0,0,0,0,3,9,8,4,4,1,6,0,Commerce,Cybersecurity Analyst,Content Writer,Corporate Lawyer
0,0,0,0,0,7,7,9,10,9,5,4,0,Science,Cybersecurity Analyst,Web Developer,Cloud Engineer
0,0,0,0,0,9,8,4,5,6,7,9,0,Science,Cybersecurity Analyst,Fashion Designer,Nurse
0,0,0,0,0,7,6,5,8,6,8,3,0,Commerce,Cybersecurity Analyst,Product Designer,Business Analyst
0,0,0,0,0,10,10,5,3,6,5,8,1,Commerce,Cybersecurity Analyst,Pharmacist,Product Designer
0,0,0,0,0,10,3,10,3,4,3,10,1,Arts,Cybersecurity Analyst,Data Scientist,AI Engineer
0,0,0,0,0,8,4,10,4,10,10,4,0,Science,Cybersecurity Analyst,Manager,Psychiatrist
0,0,0,0,0,5,10,5,4,8,5,10,1,Science,Cybersecurity Analyst,Animator,Data Scientist
0,0,0,0,0,8,9,8,9,5,4,10,1,Commerce,Cybersecurity Analyst,Content Writer,Copywriter
0,0,0,0,0,3,8,6,8,10,3,8,0,Arts,Cybersecurity Analyst,Doctor,Cybersecurity Analyst
0,0,0,0,0,3,9,9,5,10,8,8,0,Commerce,Cybersecurity Analyst,Neurologist,Product Designer
1,0,0,0,0,5,4,3,6,4,9,10,1,Arts,Cloud Engineer,Journalist,Pharmacist
1,0,0,0,0,5,4,3,7,10,3,1,0,Commerce,Cloud Engineer,Marketing Manager,Corporate Lawyer
1,0,0,0,0,4,4,3,7,7,2,9,0,Commerce,Cloud Engineer,Animator,Accountant
1,0,0,0,0,3,10,9,5,5,8,3,0,Science,Cloud Engineer,Public Prosecutor,Marketing Manager
1,0,0,0,0,3,3,9,10,10,2,7,1,Commerce,Cloud Engineer,Radiologist,Surgeon
1,0,0,0,0,8,7,9,9,10,7,4,0,Commerce,Cloud Engineer,Judge,Author
1,0,0,0,0,9,10,4,9,9,5,1,1,Commerce,Cloud Engineer,Entrepreneur,Accountant
1,0,0,0,0,6,7,4,9,4,3,4,0,Arts,Cloud Engineer,Lawyer,Marketing Manager
1,0,0,0,0,6,7,10,10,3,1,6,0,Arts,Cloud Engineer,Surgeon,Animator
1,0,0,0,0,4,8,6,5,7,4,6,1,Science,Cloud Engineer,Dentist,Data Scientist
1,0,0,0,0,8,9,4,8,5,10,5,0,Science,Cloud Engineer,Physiotherapist,Manager
1,0,0,0,0,10,3,5,4,8,1,6,0,Science,Cloud Engineer,Editor,Cardiologist
1,0,0,0,0,6,7,5,5,4,6,8,0,Commerce,Cloud Engineer,AI Engineer,Legal Advisor
1,0,0,0,0,4,4,5,8,4,10,4,1,Science,Cloud Engineer,Content Writer,Dentist
1,0,0,0,0,7,9,4,9,3,2,10,0,Commerce,Cloud Engineer,Lawyer,Neurologist
1,0,0,0,0,8,3,8,9,5,10,6,0,Science,Cloud Engineer,Data Scientist,Cardiologist
1,0,0,0,0,6,10,4,7,10,5,10,1,Arts,Cloud Engineer,Manager,Fashion Designer
1,0,0,0,0,9,9,3,3,5,6,7,0,Arts,Cloud Engineer,Web Developer,Graphic Designer
1,0,0,0,0,9,4,8,10,10,7,10,0,Science,Cloud Engineer,Legal Advisor,Lawyer
1,0,0,0,0,8,7,3,4,5,7,4,1,Science,Cloud Engineer,Software Engineer,Physiotherapist
1,0,0,0,0,9,9,4,7,10,7,6,0,Commerce,Cloud Engineer,Cloud Engineer,Animator
1,0,0,0,0,3,7,9,7,6,7,7,0,Commerce,Cloud Engineer,Physiotherapist,Business Analyst
1,0,0,0,0,9,4,3,5,10,8,8,1,Arts,Cloud Engineer,Marketing Manager,Entrepreneur
1,0,0,0,0,3,7,8,7,9,9,6,1,Science,Cloud Engineer,AI Engineer,Marketing Manager
1,0,0,0,0,10,10,3,6,4,3,7,1,Science,Cloud Engineer,Manager,Legal Advisor
1,0,0,0,0,3,7,5,10,10,5,10,0,Commerce,Cloud Engineer,Cloud Engineer,Entrepreneur
1,0,0,0,0,3,4,3,10,6,1,10,1,Commerce,Cloud Engineer,Nurse,Pharmacist
1,0,0,0,0,10,10,3,8,9,2,7,1,Arts,Cloud Engineer,Copywriter,Data Scientist
1,0,0,0,0,3,9,6,3,10,6,4,0,Commerce,Cloud Engineer,Graphic Designer,Radiologist
1,0,0,0,0,6,3,10,6,10,10,10,0,Commerce,Cloud Engineer,Public Prosecutor,Pharmacist
1,0,0,0,0,10,5,8,9,9,7,2,1,Commerce,Cloud Engineer,Animator,Graphic Designer
1,0,0,0,0,7,5,3,10,6,9,6,1,Arts,Cloud Engineer,AI Engineer,Cardiologist
1,0,0,0,0,8,7,9,4,10,7,9,1,Commerce,Cloud Engineer,Author,Neurologist
1,0,0,0,0,3,4,3,4,7,6,8,1,Science,Cloud Engineer,Product Designer,AI Engineer
1,0,0,0,0,7,8,8,6,9,2,4,0,Commerce,Cloud Engineer,Copywriter,Dentist
1,0,0,0,0,4,8,4,9,5,7,6,0,Science,Cloud Engineer,Entrepreneur,Software Engineer
1,0,0,0,0,5,4,5,5,8,3,6,0,Arts,Cloud Engineer,Editor,Data Scientist
1,0,0,0,0,7,8,7,7,9,6,5,0,Arts,Cloud Engineer,Corporate Lawyer,Physiotherapist
1,0,0,0,0,5,10,7,8,3,3,5,0,Arts,Cloud Engineer,Copywriter,Journalist
1,0,0,0,0,9,10,9,6,5,7,7,1,Science,Cloud Engineer,Cloud Engineer,Product Designer
1,0,0,0,0,8,3,7,10,5,7,6,1,Arts,Cloud Engineer,Corporate Lawyer,Public Prosecutor
1,0,0,0,0,10,9,6,8,5,1,1,1,Science,Cloud Engineer,AI Engineer,Animator
1,0,0,0,0,7,5,3,6,8,5,6,1,Commerce,Cloud Engineer,Entrepreneur,Public Prosecutor
1,0,0,0,0,7,3,9,8,3,3,4,1,Science,Cloud Engineer,Neurologist,Journalist
1,0,0,0,0,4,7,5,3,8,2,8,0,Commerce,Cloud Engineer,Nurse,Public Prosecutor
1,0,0,0,0,10,8,6,5,8,5,9,0,Arts,Cloud Engineer,Fashion Designer,Legal Advisor
1,0,0,0,0,3,7,5,9,6,4,4,0,Science,Cloud Engineer,Legal Advisor,Data Scientist
1,0,0,0,0,7,6,8,10,8,7,10,0,Arts,Cloud Engineer,Judge,Corporate Lawyer
1,0,0,0,0,5,5,10,5,8,1,5,0,Arts,Cloud Engineer,Journalist,Cybersecurity Analyst
1,0,0,0,0,3,7,9,3,10,1,9,0,Arts,Cloud Engineer,Copywriter,Dentist
1,0,0,0,0,9,4,3,4,5,9,3,1,Commerce,Cloud Engineer,Cardiologist,Fashion Designer
1,0,0,0,0,7,9,5,7,4,9,6,0,Science,Cloud Engineer,Cardiologist,Data Scientist
1,0,0,0,0,9,9,3,3,4,1,2,0,Arts,Cloud Engineer,Data Scientist,Fashion Designer
1,0,0,0,0,6,6,3,10,10,6,2,0,Science,Cloud Engineer,Pharmacist,Graphic Designer
1,0,0,0,0,5,7,6,8,10,8,7,0,Arts,Cloud Engineer,Content Writer,Surgeon
1,0,0,0,0,6,4,3,8,7,5,2,0,Commerce,Cloud Engineer,Data Scientist,Public Prosecutor
1,0,0,0,0,9,7,5,9,7,3,2,0,Commerce,Cloud Engineer,Corporate Lawyer,Surgeon
1,0,0,0,0,5,5,4,6,3,6,5,0,Arts,Cloud Engineer,Product Designer,Psychiatrist
1,0,0,0,0,4,7,5,4,4,5,9,1,Science,Cloud Engineer,Cloud Engineer,Manager
1,0,0,0,0,9,3,9,7,3,5,2,1,Science,Cloud Engineer,Neurologist,Pharmacist
0,0,0,1,0,8,6,5,6,8,5,9,1,Arts,Lawyer,Fashion Designer,Software Engineer
0,0,0,1,0,7,6,5,4,6,5,6,1,Commerce,Lawyer,Data Scientist,Dentist
0,0,0,1,0,10,6,6,5,4,6,8,1,Arts,Lawyer,UI/UX Designer,Copywriter
0,0,0,1,0,3,10,5,4,9,5,7,0,Commerce,Lawyer,Copywriter,Legal Advisor
0,0,0,1,0,9,4,6,8,9,10,7,1,Arts,Lawyer,Copywriter,Data Scientist
0,0,0,1,0,3,4,6,6,4,7,1,1,Commerce,Lawyer,Cybersecurity Analyst,Corporate Lawyer
0,0,0,1,0,10,7,6,3,4,7,2,1,Science,Lawyer,Cybersecurity Analyst,Animator
0,0,0,1,0,7,9,6,3,4,4,4,1,Arts,Lawyer,Data Scientist,Manager
0,0,0,1,0,7,8,9,10,3,9,4,1,Science,Lawyer,Nurse,Doctor
0,0,0,1,0,6,5,9,9,4,2,2,1,Science,Lawyer,Business Analyst,Public Prosecutor
0,0,0,1,0,7,6,10,4,5,1,7,0,Commerce,Lawyer,Author,Cloud Engineer
0,0,0,1,0,5,10,4,3,10,10,1,0,Science,Lawyer,Accountant,Entrepreneur
0,0,0,1,0,3,10,4,4,8,6,7,1,Commerce,Lawyer,Animator,UI/UX Designer
0,0,0,1,0,10,10,10,10,3,7,3,1,Commerce,Lawyer,Web Developer,Product Designer
0,0,0,1,0,4,9,10,9,9,8,3,0,Commerce,Lawyer,Cybersecurity Analyst,Accountant
0,0,0,1,0,8,5,5,7,3,1,8,0,Commerce,Lawyer,Web Developer,Cloud Engineer
0,0,0,1,0,4,4,9,10,6,2,8,1,Commerce,Lawyer,Content Writer,Cloud Engineer
0,0,0,1,0,10,5,10,5,4,4,6,0,Commerce,Lawyer,Graphic Designer,Radiologist
0,0,0,1,0,5,4,9,5,8,2,7,0,Commerce,Lawyer,Surgeon,Entrepreneur
0,0,0,1,0,10,6,3,9,7,7,8,1,Commerce,Lawyer,Product Designer,Software Engineer
0,0,0,1,0,6,6,8,5,5,2,1,0,Commerce,Lawyer,Fashion Designer,Business Analyst
0,0,0,1,0,3,6,5,6,7,8,1,1,Science,Lawyer,Public Prosecutor,Physiotherapist
0,0,0,1,0,5,6,6,7,7,7,7,0,Arts,Lawyer,Judge,Author
0,0,0,1,0,5,10,8,5,8,9,6,1,Science,Lawyer,Animator,Physiotherapist
0,0,0,1,0,5,6,5,5,6,2,4,0,Science,Lawyer,Journalist,Cybersecurity Analyst
0,0,0,1,0,9,3,9,4,5,3,6,0,Science,Lawyer,Cybersecurity Analyst,Cloud Engineer
0,0,0,1,0,9,9,8,6,10,9,3,1,Arts,Lawyer,Cybersecurity Analyst,Content Writer
0,0,0,1,0,3,8,3,8,5,3,10,0,Arts,Lawyer,Software Engineer,Content Writer
0,0,0,1,0,6,10,7,6,4,10,3,1,Arts,Lawyer,Public Prosecutor,UI/UX Designer
0,0,0,1,0,9,7,4,6,3,4,5,1,Commerce,Lawyer,Cloud Engineer,Legal Advisor
0,0,0,1,0,4,4,8,7,6,2,8,1,Commerce,Lawyer,Public Prosecutor,Doctor
0,0,0,1,0,5,8,9,4,7,1,4,0,Arts,Lawyer,Software Engineer,Manager
0,0,0,1,0,9,7,8,6,10,7,4,0,Arts,Lawyer,Radiologist,Animator
0,0,0,1,0,7,7,4,5,9,5,8,0,Commerce,Lawyer,Content Writer,Doctor
0,0,0,1,0,9,4,3,5,6,6,4,0,Commerce,Lawyer,Neurologist,Surgeon
0,0,0,1,0,9,8,4,5,10,9,3,0,Arts,Lawyer,Marketing Manager,AI Engineer
0,0,0,1,0,6,6,9,4,9,7,4,0,Arts,Lawyer,Cloud Engineer,Copywriter
0,0,0,1,0,6,10,8,7,9,1,6,1,Science,Lawyer,Doctor,Content Writer
0,0,0,1,0,5,7,4,6,6,4,1,0,Science,Lawyer,Author,Fashion Designer
0,0,0,1,0,6,7,5,9,8,8,2,0,Science,Lawyer,Cardiologist,Lawyer
0,0,0,1,0,9,5,7,5,6,9,10,1,Arts,Lawyer,Web Developer,Nurse
0,0,0,1,0,4,4,5,10,9,3,3,1,Arts,Lawyer,Physiotherapist,Entrepreneur
0,0,0,1,0,9,5,3,8,6,6,8,0,Science,Lawyer,Physiotherapist,Author
0,0,0,1,0,7,6,7,5,4,3,9,1,Arts,Lawyer,Accountant,Corporate Lawyer
0,0,0,1,0,6,6,7,10,8,8,10,0,Science,Lawyer,Business Analyst,Graphic Designer
0,0,0,1,0,3,7,8,5,3,2,1,1,Science,Lawyer,Entrepreneur,Animator
0,0,0,1,0,8,5,10,4,9,8,7,1,Arts,Lawyer,Doctor,Corporate Lawyer
0,0,0,1,0,3,10,10,10,7,6,4,1,Science,Lawyer,Accountant,Product Designer
0,0,0,1,0,6,6,7,10,9,7,2,1,Arts,Lawyer,AI Engineer,Animator
0,0,0,1,0,9,5,10,9,9,2,1,1,Arts,Lawyer,Copywriter,Pharmacist
0,0,0,1,0,5,8,8,6,7,2,6,1,Science,Lawyer,Fashion Designer,Physiotherapist
0,0,0,1,0,5,6,3,10,7,10,10,1,Science,Lawyer,Public Prosecutor,Author
0,0,0,1,0,7,6,8,4,7,1,9,0,Science,Lawyer,Journalist,Web Developer
0,0,0,1,0,9,5,10,3,10,4,6,0,Arts,Lawyer,Neurologist,Corporate Lawyer
0,0,0,1,0,7,3,3,8,4,7,4,1,Arts,Lawyer,Accountant,Cardiologist
0,0,0,1,0,5,9,3,5,8,3,5,0,Science,Lawyer,Editor,UI/UX Designer
0,0,0,1,0,4,7,8,10,9,9,7,0,Arts,Lawyer,Dentist,Business Analyst
0,0,0,1,0,10,4,10,5,9,10,7,1,Commerce,Lawyer,Neurologist,Product Designer
0,0,0,1,0,4,6,7,9,7,7,2,1,Commerce,Lawyer,Cloud Engineer,Accountant
0,0,0,1,0,8,6,3,8,9,6,5,1,Arts,Lawyer,Cloud Engineer,Corporate Lawyer
0,0,0,1,0,9,7,9,9,5,3,3,1,Commerce,Judge,Web Developer,Nurse
0,0,0,1,0,8,5,6,5,4,2,5,1,Arts,Judge,Graphic Designer,Physiotherapist
0,0,0,1,0,6,7,7,4,10,7,9,0,Arts,Judge,Manager,Corporate Lawyer
0,0,0,1,0,9,3,9,8,5,1,9,1,Arts,Judge,Animator,Public Prosecutor
0,0,0,1,0,10,5,10,10,9,9,10,0,Arts,Judge,Nurse,Cardiologist
0,0,0,1,0,8,4,5,6,6,7,8,1,Commerce,Judge,Manager,Cloud Engineer
0,0,0,1,0,10,5,6,3,6,8,6,0,Commerce,Judge,Cardiologist,Psychiatrist
0,0,0,1,0,6,9,10,3,6,1,1,1,Science,Judge,Data Scientist,Marketing Manager
0,0,0,1,0,3,6,8,7,6,1,9,0,Commerce,Judge,Corporate Lawyer,Editor
0,0,0,1,0,3,9,7,3,6,9,1,0,Commerce,Judge,Author,Judge
0,0,0,1,0,4,10,9,10,4,7,7,0,Science,Judge,Software Engineer,Radiologist
0,0,0,1,0,8,5,8,5,9,6,7,0,Science,Judge,Entrepreneur,Surgeon
0,0,0,1,0,5,10,7,9,4,7,3,0,Commerce,Judge,Product Designer,Pharmacist
0,0,0,1,0,8,10,4,10,10,6,5,1,Commerce,Judge,Doctor,Psychiatrist
0,0,0,1,0,4,4,3,8,8,1,9,0,Arts,Judge,Radiologist,UI/UX Designer
0,0,0,1,0,7,3,9,7,8,10,7,1,Science,Judge,Dentist,Manager
0,0,0,1,0,4,7,8,8,10,4,2,1,Science,Judge,Radiologist,Author
0,0,0,1,0,6,8,4,4,4,8,9,1,Arts,Judge,Business Analyst,Author
0,0,0,1,0,10,8,5,8,10,1,3,0,Commerce,Judge,Fashion Designer,Business Analyst
0,0,0,1,0,7,8,4,7,8,1,1,0,Commerce,Judge,Neurologist,Corporate Lawyer
0,0,0,1,0,8,9,3,4,6,2,5,1,Science,Judge,AI Engineer,Product Designer
0,0,0,1,0,7,7,10,9,10,7,8,1,Science,Judge,Content Writer,Web Developer
0,0,0,1,0,4,8,9,6,5,3,3,0,Science,Judge,Fashion Designer,Public Prosecutor
0,0,0,1,0,8,10,7,5,10,9,8,0,Science,Judge,Author,Fashion Designer
0,0,0,1,0,6,6,7,5,8,4,1,0,Commerce,Judge,Cloud Engineer,Dentist
0,0,0,1,0,10,9,8,9,4,5,2,1,Arts,Judge,AI Engineer,Surgeon
0,0,0,1,0,8,9,3,6,9,3,6,1,Commerce,Judge,Web Developer,AI Engineer
0,0,0,1,0,10,4,6,3,7,10,5,0,Commerce,Judge,Cardiologist,Dentist
0,0,0,1,0,6,6,8,4,8,2,9,1,Science,Judge,Nurse,Physiotherapist
0,0,0,1,0,8,5,3,10,7,10,2,0,Science,Judge,Judge,Journalist
0,0,0,1,0,9,3,4,8,4,1,1,0,Science,Judge,Animator,Cardiologist
0,0,0,1,0,9,5,7,8,3,8,1,0,Arts,Judge,UI/UX Designer,Judge
0,0,0,1,0,4,4,10,5,4,9,1,1,Commerce,Judge,Software Engineer,Doctor
0,0,0,1,0,7,3,7,7,8,7,4,1,Arts,Judge,UI/UX Designer,Entrepreneur
0,0,0,1,0,5,3,3,3,10,9,1,0,Arts,Judge,Journalist,AI Engineer
0,0,0,1,0,5,3,8,6,9,5,3,0,Commerce,Judge,Surgeon,Accountant
0,0,0,1,0,8,10,5,9,9,8,8,0,Science,Judge,Editor,Surgeon
0,0,0,1,0,6,7,8,9,4,5,3,0,Commerce,Judge,AI Engineer,Marketing Manager
0,0,0,1,0,4,4,7,3,5,6,10,0,Arts,Judge,Web Developer,Radiologist
0,0,0,1,0,9,8,8,3,9,3,4,1,Commerce,Judge,Surgeon,Editor
0,0,0,1,0,9,9,5,3,3,2,1,1,Commerce,Judge,Web Developer,Marketing Manager
0,0,0,1,0,5,7,7,7,7,10,8,0,Science,Judge,Manager,Pharmacist
0,0,0,1,0,8,6,9,3,3,3,5,0,Arts,Judge,Web Developer,Accountant
0,0,0,1,0,8,6,4,4,6,9,7,1,Arts,Judge,Fashion Designer,Neurologist
0,0,0,1,0,3,6,8,10,5,6,10,1,Arts,Judge,Marketing Manager,Fashion Designer
0,0,0,1,0,9,7,7,10,6,4,6,0,Arts,Judge,Cloud Engineer,Psychiatrist
0,0,0,1,0,6,7,7,4,4,5,7,0,Commerce,Judge,Surgeon,Author
0,0,0,1,0,5,7,8,4,3,1,5,0,Arts,Judge,Author,Entrepreneur
0,0,0,1,0,6,4,8,5,7,9,10,1,Science,Judge,Radiologist,Marketing Manager
0,0,0,1,0,9,6,9,9,10,8,10,0,Commerce,Judge,Psychiatrist,Copywriter
0,0,0,1,0,5,4,3,5,8,2,8,0,Arts,Judge,Pharmacist,Copywriter
0,0,0,1,0,10,3,3,6,4,5,1,0,Arts,Judge,Cybersecurity Analyst,Dentist
0,0,0,1,0,6,4,3,7,7,8,8,0,Science,Judge,Editor,Data Scientist
0,0,0,1,0,7,9,4,6,7,1,9,0,Commerce,Judge,Legal Advisor,Fashion Designer
0,0,0,1,0,6,10,8,3,10,5,4,1,Arts,Judge,Graphic Designer,Manager
0,0,0,1,0,3,4,6,6,10,6,5,0,Arts,Judge,Corporate Lawyer,Editor
0,0,0,1,0,3,8,9,3,3,4,10,1,Commerce,Judge,Nurse,Cardiologist
0,0,0,1,0,7,6,8,5,10,3,9,0,Science,Judge,Radiologist,Physiotherapist
0,0,0,1,0,3,4,6,4,9,9,7,1,Commerce,Judge,Marketing Manager,Corporate Lawyer
0,0,0,1,0,10,7,5,7,5,6,2,1,Commerce,Judge,Software Engineer,Author
0,0,0,1,0,5,5,9,4,6,2,9,1,Arts,Corporate Lawyer,Radiologist,Judge
0,0,0,1,0,4,9,4,7,6,2,4,1,Commerce,Corporate Lawyer,Judge,Web Developer
0,0,0,1,0,10,7,8,10,9,5,8,1,Arts,Corporate Lawyer,Public Prosecutor,Editor
0,0,0,1,0,8,10,10,4,9,9,5,0,Science,Corporate Lawyer,Entrepreneur,Cybersecurity Analyst
0,0,0,1,0,4,4,5,10,7,5,8,0,Science,Corporate Lawyer,Radiologist,AI Engineer
0,0,0,1,0,7,5,7,8,5,1,4,1,Science,Corporate Lawyer,Author,Neurologist
0,0,0,1,0,4,7,7,10,8,7,1,0,Arts,Corporate Lawyer,Business Analyst,Lawyer
0,0,0,1,0,3,4,3,5,6,7,3,0,Arts,Corporate Lawyer,AI Engineer,Graphic Designer
0,0,0,1,0,9,8,10,3,3,9,10,1,Arts,Corporate Lawyer,Cloud Engineer,AI Engineer
0,0,0,1,0,4,8,4,7,6,6,2,0,Commerce,Corporate Lawyer,Animator,UI/UX Designer
0,0,0,1,0,8,4,10,6,10,1,1,1,Arts,Corporate Lawyer,Business Analyst,Accountant
0,0,0,1,0,8,10,4,3,8,3,6,0,Commerce,Corporate Lawyer,Content Writer,Product Designer
0,0,0,1,0,5,9,7,9,4,3,10,0,Science,Corporate Lawyer,Surgeon,Manager
0,0,0,1,0,10,9,8,5,4,2,1,0,Science,Corporate Lawyer,Doctor,Legal Advisor
0,0,0,1,0,7,9,8,4,8,5,9,1,Commerce,Corporate Lawyer,Data Scientist,Accountant
0,0,0,1,0,8,7,6,5,8,1,6,0,Arts,Corporate Lawyer,Author,Fashion Designer
0,0,0,1,0,7,9,3,10,8,2,4,1,Science,Corporate Lawyer,Fashion Designer,Accountant
0,0,0,1,0,7,8,6,6,6,8,3,0,Commerce,Corporate Lawyer,Graphic Designer,Cloud Engineer
0,0,0,1,0,5,10,5,7,10,7,3,0,Commerce,Corporate Lawyer,Data Scientist,Manager
0,0,0,1,0,5,8,5,5,9,9,2,1,Commerce,Corporate Lawyer,Graphic Designer,Public Prosecutor
0,0,0,1,0,5,6,5,7,10,1,5,1,Commerce,Corporate Lawyer,Marketing Manager,Radiologist
0,0,0,1,0,10,3,8,7,9,5,4,0,Arts,Corporate Lawyer,Cardiologist,Doctor
0,0,0,1,0,7,10,4,6,4,1,7,0,Commerce,Corporate Lawyer,AI Engineer,Marketing Manager
0,0,0,1,0,8,8,8,8,8,1,6,1,Commerce,Corporate Lawyer,Journalist,Surgeon
0,0,0,1,0,9,5,9,9,7,7,2,1,Arts,Corporate Lawyer,Nurse,Entrepreneur
0,0,0,1,0,4,8,8,5,6,3,2,0,Commerce,Corporate Lawyer,Pharmacist,Neurologist
0,0,0,1,0,4,10,10,3,9,9,5,0,Science,Corporate Lawyer,Cloud Engineer,Marketing Manager
0,0,0,1,0,10,10,10,5,5,1,7,0,Commerce,Corporate Lawyer,Fashion Designer,Software Engineer
0,0,0,1,0,8,8,9,5,10,1,2,0,Science,Corporate Lawyer,Cybersecurity Analyst,Doctor
0,0,0,1,0,8,10,4,10,4,1,9,0,Science,Corporate Lawyer,Journalist,Physiotherapist
0,0,0,1,0,8,3,8,6,6,3,4,0,Science,Corporate Lawyer,Animator,Doctor
0,0,0,1,0,7,10,10,5,6,10,1,1,Arts,Corporate Lawyer,Author,Business Analyst
0,0,0,1,0,7,7,4,6,9,4,7,1,Arts,Corporate Lawyer,Graphic Designer,Cardiologist
0,0,0,1,0,5,9,4,5,3,6,7,1,Science,Corporate Lawyer,Content Writer,Author
0,0,0,1,0,7,4,5,9,6,8,7,1,Science,Corporate Lawyer,Cybersecurity Analyst,Business Analyst
0,0,0,1,0,3,10,7,4,8,7,2,0,Commerce,Corporate Lawyer,Entrepreneur,Radiologist
0,0,0,1,0,10,10,4,8,7,5,3,1,Commerce,Corporate Lawyer,Nurse,UI/UX Designer
0,0,0,1,0,3,5,10,5,8,5,3,0,Science,Corporate Lawyer,AI Engineer,Dentist
0,0,0,1,0,3,8,8,4,6,8,1,1,Arts,Corporate Lawyer,Software Engineer,Lawyer
0,0,0,1,0,9,10,3,8,7,3,2,1,Science,Corporate Lawyer,Graphic Designer,Business Analyst
0,0,0,1,0,4,3,10,4,10,1,9,1,Arts,Corporate Lawyer,Editor,AI Engineer
0,0,0,1,0,6,9,3,4,6,1,6,1,Science,Corporate Lawyer,Lawyer,Surgeon
0,0,0,1,0,9,9,4,3,8,3,4,0,Commerce,Corporate Lawyer,Entrepreneur,Copywriter
0,0,0,1,0,3,10,7,4,9,5,3,1,Science,Corporate Lawyer,Animator,Software Engineer
0,0,0,1,0,8,9,3,3,4,4,10,1,Commerce,Corporate Lawyer,UI/UX Designer,Copywriter
0,0,0,1,0,6,4,7,4,9,7,5,0,Arts,Corporate Lawyer,Neurologist,Legal Advisor
0,0,0,1,0,8,9,8,8,7,4,7,1,Commerce,Corporate Lawyer,Content Writer,UI/UX Designer
0,0,0,1,0,4,9,6,10,6,4,3,0,Arts,Corporate Lawyer,Software Engineer,Lawyer
0,0,0,1,0,4,5,7,7,4,7,3,0,Commerce,Corporate Lawyer,Neurologist,Journalist
0,0,0,1,0,5,9,8,7,9,8,1,0,Commerce,Corporate Lawyer,Graphic Designer,Cybersecurity Analyst
0,0,0,1,0,10,3,10,9,5,2,9,0,Commerce,Corporate Lawyer,Animator,Cloud Engineer
0,0,0,1,0,5,9,5,4,3,10,7,0,Science,Corporate Lawyer,Legal Advisor,AI Engineer
0,0,0,1,0,3,10,10,6,7,2,8,0,Arts,Corporate Lawyer,Pharmacist,Author
0,0,0,1,0,9,4,7,9,7,9,10,1,Arts,Corporate Lawyer,UI/UX Designer,Business Analyst
0,0,0,1,0,4,4,10,9,3,9,2,1,Science,Corporate Lawyer,Software Engineer,Cybersecurity Analyst
0,0,0,1,0,6,5,7,5,7,8,2,0,Science,Corporate Lawyer,Surgeon,Accountant
0,0,0,1,0,10,4,8,8,4,1,7,0,Science,Corporate Lawyer,Content Writer,Author
0,0,0,1,0,3,5,5,9,10,6,9,1,Commerce,Corporate Lawyer,Psychiatrist,Public Prosecutor
0,0,0,1,0,7,10,5,10,4,2,4,0,Commerce,Corporate Lawyer,Radiologist,Psychiatrist
0,0,0,1,0,7,6,8,3,3,5,3,1,Commerce,Corporate Lawyer,Radiologist,Fashion Designer
0,0,0,1,0,3,7,3,3,8,1,7,1,Science,Legal Advisor,Product Designer,Radiologist
0,0,0,1,0,9,9,8,9,4,8,7,0,Science,Legal Advisor,Pharmacist,Neurologist
0,0,0,1,0,5,8,6,3,10,3,6,1,Commerce,Legal Advisor,Lawyer,Public Prosecutor
0,0,0,1,0,8,10,7,6,5,9,4,0,Science,Legal Advisor,Nurse,Dentist
0,0,0,1,0,4,5,5,3,9,8,7,0,Commerce,Legal Advisor,Legal Advisor,Surgeon
